Contig name	Size (bp)	Coverage	GC %	Taxonomy winner	Winner %	Species winner	Species winner %	Genus winner	Genus winner %	Order winner	Order winner %	Class winner	Class winner %	Phylum winner	Phylum winner %	Domain winner	Domain winner %
N1_003_000G1_scaffold_9534	1320	9.43	33.18	Staphylococcus aureus	1.0	Staphylococcus aureus	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9535	1320	9.55	36.44	Anaerococcus vaginalis	1.0	Anaerococcus vaginalis	1.0	Anaerococcus	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9536	1320	7.84	36.21	Peptoclostridium	0.67	[Clostridium] sordellii	0.33	Peptoclostridium	0.67	Clostridiales	0.67	Clostridia	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_9537	1320	517.61	32.12	Staphylococcus epidermidis	0.5	Staphylococcus epidermidis	0.5	Staphylococcus	0.5	Bacillales	0.5	Bacilli	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_9538	1320	6.14	39.32			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9539	1319	9.44	63.38	Lelliottia amnigena	1.0	Lelliottia amnigena	1.0	Lelliottia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9540	1319	8.07	54.89	Enterobacter	1.0	Enterobacter hormaechei	0.33	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9541	1319	48.45	39.27			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9542	1319	8.98	36.32			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9543	1319	11.94	29.95														
N1_003_000G1_scaffold_9544	1319	13.65	46.55			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9545	1319	79.95	26.76	Streptococcus tigurinus	1.0	Streptococcus tigurinus	1.0	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9546	1318	7.51	28.83	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9547	1318	2116.27	52.66	Escherichia coli	1.0	Escherichia coli	1.0	Escherichia	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9548	1318	46.21	28.76			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9549	1318	7.28	32.93			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9550	1318	2390.9	68.44	Propionibacterium sp. KPL2005	0.67	Propionibacterium sp. KPL2005	0.67	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9551	1317	1040.66	28.02	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9552	1317	7.86	59.07	Propionibacterium	0.67	Propionibacterium acnes	0.33	Propionibacterium	0.67	Propionibacteriales	0.67	Actinobacteria	0.67	Actinobacteria	0.67	Bacteria	0.67
N1_003_000G1_scaffold_9553	1317	9.23	62.95	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9554	1317	325.74	41.08	Helicobacter pylori	1.0	Helicobacter pylori	1.0	Helicobacter	1.0	Campylobacterales	1.0	Epsilonproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9555	2101	4712.4	37.93	Veillonella parvula	0.67	Veillonella parvula	0.67	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9556	1317	642.71	29.08	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9557	1317	831.78	29.76	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9558	2109	1368.99	37.65	Veillonella sp. 3_1_44	0.67	Veillonella sp. 3_1_44	0.67	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9559	1317	7.97	33.64	Peptoclostridium	0.67	Peptoclostridium difficile	0.33	Peptoclostridium	0.67	Clostridiales	0.67	Clostridia	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_9560	1317	18.0	35.16			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9561	1316	10.37	63.75	Enterobacter cloacae	0.5	Enterobacter cloacae	0.5	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9562	1316	9.46	49.7	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9563	1316	12.2	33.28			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9564	2146	1265.21	31.03	Staphylococcus epidermidis	0.5	Staphylococcus epidermidis	0.5	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9565	1316	8.55	28.27	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9566	1316	7.41	44.15	Staphylococcus sp. HGB0015	1.0	Staphylococcus sp. HGB0015	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9567	1316	7.41	59.65	Propionibacterium sp. KPL1847	0.5	Propionibacterium sp. KPL1847	0.5	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9568	1315	7.87	29.96	Thermoanaerobacterium thermosaccharolyticum	0.5	Thermoanaerobacterium thermosaccharolyticum	0.5	Thermoanaerobacterium	0.5	Thermoanaerobacterales	0.5	Clostridia	0.5	Firmicutes	0.5	Archaea	0.5
N1_003_000G1_scaffold_9569	1315	10.15	45.86	Clostridium hathewayi CAG:224	1.0	Clostridium hathewayi CAG:224	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9570	1315	11.52	41.14	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9571	1314	1574.54	29.07	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9572	1314	307.53	31.05	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9573	1314	12.56	44.67	Eubacterium rectale	1.0	Eubacterium rectale	1.0	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9574	1314	2597.15	49.54	Corynebacterium diphtheriae	1.0	Corynebacterium diphtheriae	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9575	1314	7.53	25.88	Peptoclostridium difficile	0.5	Peptoclostridium difficile	0.5	Peptoclostridium	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_9576	1314	11.53	49.09	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9577	1314	11.76	29.83	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9578	1314	417.24	27.93	Staphylococcus epidermidis	0.75	Staphylococcus epidermidis	0.75	Staphylococcus	0.75	Bacillales	0.75	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9579	1314	6.28	42.39			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9580	1314	9.02	49.7	Rattus norvegicus	1.0	Rattus norvegicus	1.0	Rattus	1.0	Rodentia	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_9581	1314	35.16	48.25	Macaca fascicularis	1.0	Macaca fascicularis	1.0	Macaca	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_9582	1314	9.82	56.7	Enterobacter cloacae	1.0	Enterobacter cloacae	1.0	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9583	1313	6.85	32.37														
N1_003_000G1_scaffold_9584	1313	7.77	50.04	Clostridium hathewayi CAG:224	1.0	Clostridium hathewayi CAG:224	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9585	1313	8.68	64.89	Corynebacterium pseudogenitalium	0.67	Corynebacterium pseudogenitalium	0.67	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9586	1313	12.22	41.43	Macaca mulatta	0.5	Macaca mulatta	0.5	Macaca	0.5	Primates	0.5	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_9587	1313	99.28	42.27			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9588	1313	357.46	28.26	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9589	1313	199.7	33.13	Staphylococcus gallinarum	0.5	Staphylococcus gallinarum	0.5	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9590	1312	8.8	58.69	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9591	1312	9.72	55.18	[Clostridium] asparagiforme	1.0	[Clostridium] asparagiforme	1.0	Lachnoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9592	1312	10.06	33.16	[Clostridium] bolteae	1.0	[Clostridium] bolteae	1.0	Lachnoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9593	2647	6177.14	37.48	Veillonella	1.0	Veillonella sp. 6_1_27	0.33	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9594	1312	1002.32	27.06	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9595	1312	8.35	28.2	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9596	1312	33.38	43.75	Macaca mulatta	1.0	Macaca mulatta	1.0	Macaca	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_9597	1312	18.98	52.52	Clostridiales	1.0	Dorea formicigenerans	0.33	Dorea	0.33	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9598	1311	9.95	23.8	Bacillus thuringiensis	0.5	Bacillus thuringiensis	0.5	Bacillus	0.5	Bacillales	0.5	Bacilli	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_9599	1311	8.01	29.6	[Clostridium] bifermentans	0.5	[Clostridium] bifermentans	0.5	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9600	1311	8.47	55.38	Propionibacterium sp. KPL1847	0.5	Propionibacterium sp. KPL1847	0.5	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9601	1311	101.49	50.65	Macaca mulatta	1.0	Macaca mulatta	1.0	Macaca	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_9602	1311	7.44	27.31	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9603	1311	7.67	55.84	Varibaculum cambriense	1.0	Varibaculum cambriense	1.0	Varibaculum	1.0	Actinomycetales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9604	1311	47.71	44.09			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9605	1311	702.29	33.18	Veillonella dispar	0.75	Veillonella dispar	0.75	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9606	1311	1246.34	26.24	Staphylococcus	0.67	Staphylococcus epidermidis	0.33	Staphylococcus	0.67	Bacillales	0.67	Bacilli	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_9607	2385	5893.52	40.42	Veillonella	1.0	Veillonella sp. 6_1_27	0.33	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9608	1310	7.33	54.66	Varibaculum cambriense	1.0	Varibaculum cambriense	1.0	Varibaculum	1.0	Actinomycetales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9609	1310	6.53	24.5	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9610	1310	7.56	33.82	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9611	1310	57.48	39.62	marine sediment metagenome	0.5	marine sediment metagenome	0.5	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9612	1310	8.13	28.09	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9613	1310	7.1	41.6			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9614	1309	10.2	31.78			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9615	1309	11.23	48.05	Enterobacter hormaechei	0.67	Enterobacter hormaechei	0.67	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9616	1309	9.63	45.91	[Clostridium] clostridioforme	1.0	[Clostridium] clostridioforme	1.0	Lachnoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9617	1309	113.79	37.82			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9618	1309	6.42	48.59	Actinomycetales	0.67	Trueperella pyogenes	0.33	Trueperella	0.33	Actinomycetales	0.67	Actinobacteria	0.67	Actinobacteria	0.67	Bacteria	1.0
N1_003_000G1_scaffold_9619	1309	7.91	58.06	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9620	1309	6.99	25.82	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9621	1309	13.52	32.09			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9622	1309	7.56	39.57			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9623	1309	10.66	51.8	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9624	1309	7.56	35.75			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9625	1308	7.34	40.9	Streptococcus sp. I-P16	1.0	Streptococcus sp. I-P16	1.0	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9626	1308	18.69	45.95			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9627	1308	10.44	53.82	Propionibacterium acnes	0.5	Propionibacterium acnes	0.5	Propionibacterium	0.5	Propionibacteriales	0.5	Actinobacteria	0.5	Actinobacteria	0.5	Bacteria	0.5
N1_003_000G1_scaffold_9628	1308	4952.29	37.84	Enterococcus faecalis	1.0	Enterococcus faecalis	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9629	1308	1520.87	31.42	Staphylococcus warneri	0.5	Staphylococcus warneri	0.5	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9630	1308	153.21	54.05	Dermabacter hominis	0.5	Dermabacter hominis	0.5	Dermabacter	1.0	Micrococcales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9631	1308	83.94	54.36			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9632	1307	9.3	50.5	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9633	1307	10.67	56.08	Enterobacter	0.5	Enterobacter sp. 35683	0.25	Enterobacter	0.5	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9634	1307	8.95	32.44	Bacillus vireti	0.5	Bacillus vireti	0.5	Bacillus	0.5	Bacillales	0.5	Bacilli	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_9635	1307	11.48	49.66	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9636	1307	64.73	35.88			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9637	1307	1578.5	30.83	Veillonella parvula	0.5	Veillonella parvula	0.5	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9638	1307	1072.38	32.52	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9639	1307	696.4	32.82	human gut metagenome	0.67	human gut metagenome	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67
N1_003_000G1_scaffold_9640	1306	26.99	43.11			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9641	1306	9.42	53.75	Enterobacter sp. 35683	0.5	Enterobacter sp. 35683	0.5	Enterobacter	0.5	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9642	1306	10.11	31.32	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9643	1306	800.31	53.37	Klebsiella pneumoniae	1.0	Klebsiella pneumoniae	1.0	Klebsiella	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9644	1306	9.99	32.31	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9645	1306	56.05	48.01	Nomascus leucogenys	1.0	Nomascus leucogenys	1.0	Nomascus	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_9646	1306	5.51	40.28	Haemophilus parainfluenzae	1.0	Haemophilus parainfluenzae	1.0	Haemophilus	1.0	Pasteurellales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9647	1306	62.6	42.42			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9648	1306	1343.57	30.86	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9649	1306	9.65	33.08			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9650	1305	8.97	49.43	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9651	1305	954.83	29.66	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9652	2011	1260.64	27.85	Staphylococcus epidermidis	0.8	Staphylococcus epidermidis	0.8	Staphylococcus	0.8	Bacillales	0.8	Bacilli	0.8	Firmicutes	0.8	Bacteria	0.8
N1_003_000G1_scaffold_9653	1305	16.44	37.62	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9654	1305	149.77	38.39	marine sediment metagenome	1.0	marine sediment metagenome	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9655	1305	8.51	29.81	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9656	1304	9.32	49.31	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9657	1304	9.55	47.01	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9658	1304	10.24	63.8	Corynebacterium pseudogenitalium	0.5	Corynebacterium pseudogenitalium	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9659	1304	8.17	59.36	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9660	2704	4292.75	34.1	Veillonella	1.0	Veillonella sp. 6_1_27	0.4	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9661	1304	10.12	59.28	CG_Propioni_01	1.0	CG_Propioni_01	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_9662	1303	15.54	29.93			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_9663	1303	3991.29	51.27	Mobiluncus curtisii	1.0	Mobiluncus curtisii	1.0	Mobiluncus	1.0	Actinomycetales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
